Experiment,Seed,Run,Iteration,BestFitness,AverageFitness,WorstFitness,Conflicts,ConstraintViolationScore,FacultySatisfaction,TeachingFactor,LearningFactor,MutationRate,IterationTimeSeconds
Complete Adaptive TLBO,20260839,5,27,93.906,23.4765,0.0,0,0,92.5,1.46,0.415,0.0985,0.2651
Complete Adaptive TLBO,20260839,5,28,93.906,23.4765,0.0,0,0,92.5,1.44,0.41,0.0931,0.2726
Complete Adaptive TLBO,20260839,5,29,93.906,23.4765,0.0,0,0,92.5,1.42,0.405,0.0879,0.2863
Complete Adaptive TLBO,20260839,5,30,93.906,23.4765,0.0,0,0,92.5,1.4,0.4,0.083,0.3009
Complete Adaptive TLBO,20260839,5,31,93.906,23.4765,0.0,0,0,92.5,1.38,0.395,0.0783,0.2786
Complete Adaptive TLBO,20260839,5,32,93.906,35.0963,0.0,0,0,92.5,1.36,0.39,0.0739,0.2671
Complete Adaptive TLBO,20260839,5,33,93.906,46.6708,0.0,0,0,92.5,1.34,0.385,0.0697,0.3013
Complete Adaptive TLBO,20260839,5,34,93.906,35.0939,0.0,0,0,92.5,1.32,0.38,0.0657,0.2709
Complete Adaptive TLBO,20260839,5,35,93.906,46.7253,0.0,0,0,92.5,1.3,0.375,0.062,0.2539
Complete Adaptive TLBO,20260839,5,36,93.906,70.126,0.0,0,0,92.5,1.28,0.37,0.0585,0.2063
Complete Adaptive TLBO,20260839,5,37,93.906,81.9317,0.0,0,0,92.5,1.26,0.365,0.0553,0.2072
Complete Adaptive TLBO,20260839,5,38,93.906,93.7013,93.0512,0,0,92.5,1.24,0.36,0.0523,0.1766
Complete Adaptive TLBO,20260839,5,39,93.906,93.8082,93.4788,0,0,92.5,1.22,0.355,0.0495,0.1736
Complete Adaptive TLBO,20260839,5,40,93.906,93.8616,93.5504,0,0,92.5,1.2,0.35,0.047,0.1583
Complete Adaptive TLBO,20260839,5,41,93.906,93.906,93.906,0,0,92.5,1.18,0.345,0.0447,0.1271
Complete Adaptive TLBO,20260839,5,42,93.906,93.906,93.906,0,0,92.5,1.16,0.34,0.0427,0.1395
Complete Adaptive TLBO,20260839,5,43,93.906,93.906,93.906,0,0,92.5,1.14,0.335,0.0409,0.1281
Complete Adaptive TLBO,20260839,5,44,93.906,93.906,93.906,0,0,92.5,1.12,0.33,0.0393,0.1321
Complete Adaptive TLBO,20260839,5,45,93.906,93.906,93.906,0,0,92.5,1.1,0.325,0.038,0.1521
Complete Adaptive TLBO,20260839,5,46,93.906,93.906,93.906,0,0,92.5,1.08,0.32,0.0369,0.1279
Complete Adaptive TLBO,20260839,5,47,93.906,93.906,93.906,0,0,92.5,1.06,0.315,0.0361,0.1487
Complete Adaptive TLBO,20260839,5,48,93.906,93.906,93.906,0,0,92.5,1.04,0.31,0.0355,0.146
Complete Adaptive TLBO,20260839,5,49,93.906,93.906,93.906,0,0,92.5,1.02,0.305,0.0351,0.143
Complete Adaptive TLBO,20260839,5,50,93.906,93.906,93.906,0,0,92.5,1.0,0.3,0.035,0.1552
Complete Adaptive TLBO,20260840,6,1,92.6772,34.6755,0.0,0,0,92.5,1.98,0.545,0.3231,0.3656
Complete Adaptive TLBO,20260840,6,2,93.0644,23.2177,0.0,0,0,92.5,1.96,0.54,0.3115,0.3556
Complete Adaptive TLBO,20260840,6,3,93.0644,23.2661,0.0,0,0,92.5,1.94,0.535,0.3001,0.3309
Complete Adaptive TLBO,20260840,6,4,93.3204,23.3275,0.0,0,0,92.5,1.92,0.53,0.2889,0.3385
Complete Adaptive TLBO,20260840,6,5,93.47,35.0113,0.0,0,0,92.5,1.9,0.525,0.278,0.2515
Complete Adaptive TLBO,20260840,6,6,93.5564,46.7073,0.0,0,0,92.5,1.88,0.52,0.2673,0.2944
Complete Adaptive TLBO,20260840,6,7,93.6932,58.4017,0.0,0,0,92.5,1.86,0.515,0.2569,0.2875
Complete Adaptive TLBO,20260840,6,8,93.7172,35.138,0.0,0,0,92.5,1.84,0.51,0.2467,0.2519
Complete Adaptive TLBO,20260840,6,9,93.7172,23.4293,0.0,0,0,92.5,1.82,0.505,0.2367,0.255
Complete Adaptive TLBO,20260840,6,10,93.7172,23.4293,0.0,0,0,92.5,1.8,0.5,0.227,0.2376
Complete Adaptive TLBO,20260840,6,11,93.7172,35.144,0.0,0,0,92.5,1.78,0.495,0.2175,0.2667
Complete Adaptive TLBO,20260840,6,12,93.9032,23.4526,0.0,0,0,92.5,1.76,0.49,0.2083,0.2583
Complete Adaptive TLBO,20260840,6,13,93.9032,23.4758,0.0,0,0,92.5,1.74,0.485,0.1993,0.2816
Complete Adaptive TLBO,20260840,6,14,93.9032,23.4758,0.0,0,0,92.5,1.72,0.48,0.1905,0.2616
Complete Adaptive TLBO,20260840,6,15,93.9032,23.4758,0.0,0,0,92.5,1.7,0.475,0.182,0.2687
Complete Adaptive TLBO,20260840,6,16,93.9032,35.2137,0.0,0,0,92.5,1.68,0.47,0.1737,0.2369
Complete Adaptive TLBO,20260840,6,17,93.9032,23.4758,0.0,0,0,92.5,1.66,0.465,0.1657,0.2742
Complete Adaptive TLBO,20260840,6,18,93.9032,23.4758,0.0,0,0,92.5,1.64,0.46,0.1579,0.2781
Complete Adaptive TLBO,20260840,6,19,93.9032,23.4758,0.0,0,0,92.5,1.62,0.455,0.1503,0.247
Complete Adaptive TLBO,20260840,6,20,93.9032,23.4758,0.0,0,0,92.5,1.6,0.45,0.143,0.2629
Complete Adaptive TLBO,20260840,6,21,93.9032,23.4758,0.0,0,0,92.5,1.58,0.445,0.1359,0.2505
Complete Adaptive TLBO,20260840,6,22,93.9032,23.4758,0.0,0,0,92.5,1.56,0.44,0.1291,0.2686
Complete Adaptive TLBO,20260840,6,23,93.9032,23.4758,0.0,0,0,92.5,1.54,0.435,0.1225,0.2904
Complete Adaptive TLBO,20260840,6,24,93.9032,35.1378,0.0,0,0,92.5,1.52,0.43,0.1161,0.2484
Complete Adaptive TLBO,20260840,6,25,93.9032,23.4758,0.0,0,0,92.5,1.5,0.425,0.11,0.289
Complete Adaptive TLBO,20260840,6,26,93.9032,23.4758,0.0,0,0,92.5,1.48,0.42,0.1041,0.2723
Complete Adaptive TLBO,20260840,6,27,93.9032,23.4758,0.0,0,0,92.5,1.46,0.415,0.0985,0.235
Complete Adaptive TLBO,20260840,6,28,93.9032,23.4758,0.0,0,0,92.5,1.44,0.41,0.0931,0.2432
Complete Adaptive TLBO,20260840,6,29,93.9032,23.4758,0.0,0,0,92.5,1.42,0.405,0.0879,0.2507
Complete Adaptive TLBO,20260840,6,30,93.9032,23.4758,0.0,0,0,92.5,1.4,0.4,0.083,0.2526
Complete Adaptive TLBO,20260840,6,31,93.9032,23.4758,0.0,0,0,92.5,1.38,0.395,0.0783,0.2749
Complete Adaptive TLBO,20260840,6,32,93.9032,23.4758,0.0,0,0,92.5,1.36,0.39,0.0739,0.2394
Complete Adaptive TLBO,20260840,6,33,93.9032,23.4758,0.0,0,0,92.5,1.34,0.385,0.0697,0.263
Complete Adaptive TLBO,20260840,6,34,93.9032,23.4758,0.0,0,0,92.5,1.32,0.38,0.0657,0.245
Complete Adaptive TLBO,20260840,6,35,93.9032,23.4758,0.0,0,0,92.5,1.3,0.375,0.062,0.2097
Complete Adaptive TLBO,20260840,6,36,93.9032,46.814,0.0,0,0,92.5,1.28,0.37,0.0585,0.1944
Complete Adaptive TLBO,20260840,6,37,93.9032,81.8879,0.0,0,0,92.5,1.26,0.365,0.0553,0.1829
Complete Adaptive TLBO,20260840,6,38,93.9032,93.7179,93.185,0,0,92.5,1.24,0.36,0.0523,0.1636
Complete Adaptive TLBO,20260840,6,39,93.9032,93.8077,93.5064,0,0,92.5,1.22,0.355,0.0495,0.1366
Complete Adaptive TLBO,20260840,6,40,93.9032,93.891,93.806,0,0,92.5,1.2,0.35,0.047,0.1215
Complete Adaptive TLBO,20260840,6,41,93.9032,93.9032,93.9032,0,0,92.5,1.18,0.345,0.0447,0.1271
Complete Adaptive TLBO,20260840,6,42,93.9032,93.9032,93.9032,0,0,92.5,1.16,0.34,0.0427,0.1263
Complete Adaptive TLBO,20260840,6,43,93.9332,93.9069,93.9032,0,0,92.5,1.14,0.335,0.0409,0.1255
Complete Adaptive TLBO,20260840,6,44,93.9332,93.9145,93.9032,0,0,92.5,1.12,0.33,0.0393,0.1691
Complete Adaptive TLBO,20260840,6,45,93.9332,93.9182,93.9032,0,0,92.5,1.1,0.325,0.038,0.1663
Complete Adaptive TLBO,20260840,6,46,93.9332,93.9219,93.9032,0,0,92.5,1.08,0.32,0.0369,0.1806
Complete Adaptive TLBO,20260840,6,47,93.936,93.9261,93.9032,0,0,92.5,1.06,0.315,0.0361,0.1483
Complete Adaptive TLBO,20260840,6,48,94.016,93.9467,93.9032,0,0,92.5,1.04,0.31,0.0355,0.1964
Complete Adaptive TLBO,20260840,6,49,94.016,93.9608,93.9332,0,0,92.5,1.02,0.305,0.0351,0.1659
Complete Adaptive TLBO,20260840,6,50,94.016,93.9711,93.9332,0,0,92.5,1.0,0.3,0.035,0.1831
Complete Adaptive TLBO,20260841,7,1,93.24,23.2687,0.0,0,0,92.5,1.98,0.545,0.3231,0.3377
Complete Adaptive TLBO,20260841,7,2,93.4036,23.3304,0.0,0,0,92.5,1.96,0.54,0.3115,0.3201
Complete Adaptive TLBO,20260841,7,3,93.544,23.3684,0.0,0,0,92.5,1.94,0.535,0.3001,0.3422
Complete Adaptive TLBO,20260841,7,4,93.7616,23.4132,0.0,0,0,92.5,1.92,0.53,0.2889,0.3195
Complete Adaptive TLBO,20260841,7,5,93.82,34.9747,0.0,0,0,92.5,1.9,0.525,0.278,0.3002
Complete Adaptive TLBO,20260841,7,6,93.82,23.455,0.0,0,0,92.5,1.88,0.52,0.2673,0.2879
Complete Adaptive TLBO,20260841,7,7,93.82,35.1825,0.0,0,0,92.5,1.86,0.515,0.2569,0.2328
Complete Adaptive TLBO,20260841,7,8,93.82,46.91,0.0,0,0,92.5,1.84,0.51,0.2467,0.2471
Complete Adaptive TLBO,20260841,7,9,93.82,35.1825,0.0,0,0,92.5,1.82,0.505,0.2367,0.1926
Complete Adaptive TLBO,20260841,7,10,93.82,23.455,0.0,0,0,92.5,1.8,0.5,0.227,0.2545
Complete Adaptive TLBO,20260841,7,11,93.82,23.455,0.0,0,0,92.5,1.78,0.495,0.2175,0.282
Complete Adaptive TLBO,20260841,7,12,93.82,23.455,0.0,0,0,92.5,1.76,0.49,0.2083,0.3061
Complete Adaptive TLBO,20260841,7,13,93.82,23.455,0.0,0,0,92.5,1.74,0.485,0.1993,0.2811
Complete Adaptive TLBO,20260841,7,14,93.82,23.455,0.0,0,0,92.5,1.72,0.48,0.1905,0.2755
Complete Adaptive TLBO,20260841,7,15,93.82,23.455,0.0,0,0,92.5,1.7,0.475,0.182,0.2599
Complete Adaptive TLBO,20260841,7,16,93.82,23.455,0.0,0,0,92.5,1.68,0.47,0.1737,0.2669
Complete Adaptive TLBO,20260841,7,17,93.82,23.455,0.0,0,0,92.5,1.66,0.465,0.1657,0.2366
Complete Adaptive TLBO,20260841,7,18,93.868,23.461,0.0,0,0,92.5,1.64,0.46,0.1579,0.2797
Complete Adaptive TLBO,20260841,7,19,93.868,23.467,0.0,0,0,92.5,1.62,0.455,0.1503,0.2519
Complete Adaptive TLBO,20260841,7,20,93.868,35.2005,0.0,0,0,92.5,1.6,0.45,0.143,0.2127
Complete Adaptive TLBO,20260841,7,21,93.868,35.2005,0.0,0,0,92.5,1.58,0.445,0.1359,0.22
Complete Adaptive TLBO,20260841,7,22,93.9172,23.4731,0.0,0,0,92.5,1.56,0.44,0.1291,0.2441
Complete Adaptive TLBO,20260841,7,23,93.9172,35.2189,0.0,0,0,92.5,1.54,0.435,0.1225,0.2376
Complete Adaptive TLBO,20260841,7,24,93.9172,35.1351,0.0,0,0,92.5,1.52,0.43,0.1161,0.2264
Complete Adaptive TLBO,20260841,7,25,93.97,46.8474,0.0,0,0,92.5,1.5,0.425,0.11,0.2668
Complete Adaptive TLBO,20260841,7,26,93.97,35.0222,0.0,0,0,92.5,1.48,0.42,0.1041,0.2522
Complete Adaptive TLBO,20260841,7,27,93.97,23.4925,0.0,0,0,92.5,1.46,0.415,0.0985,0.3924
Complete Adaptive TLBO,20260841,7,28,93.97,23.4925,0.0,0,0,92.5,1.44,0.41,0.0931,0.6144
Complete Adaptive TLBO,20260841,7,29,93.97,35.2387,0.0,0,0,92.5,1.42,0.405,0.0879,0.2807
Complete Adaptive TLBO,20260841,7,30,93.97,23.4925,0.0,0,0,92.5,1.4,0.4,0.083,0.2908
Complete Adaptive TLBO,20260841,7,31,93.97,23.4925,0.0,0,0,92.5,1.38,0.395,0.0783,0.2654
Complete Adaptive TLBO,20260841,7,32,93.97,23.4925,0.0,0,0,92.5,1.36,0.39,0.0739,0.3562
Complete Adaptive TLBO,20260841,7,33,93.97,23.4925,0.0,0,0,92.5,1.34,0.385,0.0697,0.2751
Complete Adaptive TLBO,20260841,7,34,93.97,23.4925,0.0,0,0,92.5,1.32,0.38,0.0657,0.2949
Complete Adaptive TLBO,20260841,7,35,93.984,23.4943,0.0,0,0,92.5,1.3,0.375,0.062,0.2853
Complete Adaptive TLBO,20260841,7,36,93.984,46.8169,0.0,0,0,92.5,1.28,0.37,0.0585,0.2084
Complete Adaptive TLBO,20260841,7,37,93.984,58.6401,0.0,0,0,92.5,1.26,0.365,0.0553,0.1954
Complete Adaptive TLBO,20260841,7,38,93.984,70.4034,0.0,0,0,92.5,1.24,0.36,0.0523,0.1533
Complete Adaptive TLBO,20260841,7,39,93.984,93.8465,93.354,0,0,92.5,1.22,0.355,0.0495,0.1753
Complete Adaptive TLBO,20260841,7,40,93.984,93.9275,93.546,0,0,92.5,1.2,0.35,0.047,0.1386
Complete Adaptive TLBO,20260841,7,41,93.984,93.9822,93.97,0,0,92.5,1.18,0.345,0.0447,0.1182
Complete Adaptive TLBO,20260841,7,42,93.984,93.984,93.984,0,0,92.5,1.16,0.34,0.0427,0.0938
Complete Adaptive TLBO,20260841,7,43,93.984,93.984,93.984,0,0,92.5,1.14,0.335,0.0409,0.0972
Complete Adaptive TLBO,20260841,7,44,93.984,93.984,93.984,0,0,92.5,1.12,0.33,0.0393,0.1133
Complete Adaptive TLBO,20260841,7,45,93.984,93.984,93.984,0,0,92.5,1.1,0.325,0.038,0.099
Complete Adaptive TLBO,20260841,7,46,93.988,93.985,93.984,0,0,92.5,1.08,0.32,0.0369,0.148
Complete Adaptive TLBO,20260841,7,47,93.988,93.986,93.984,0,0,92.5,1.06,0.315,0.0361,0.1394
Complete Adaptive TLBO,20260841,7,48,93.988,93.9865,93.984,0,0,92.5,1.04,0.31,0.0355,0.1743
Complete Adaptive TLBO,20260841,7,49,93.988,93.987,93.984,0,0,92.5,1.02,0.305,0.0351,0.1559
Complete Adaptive TLBO,20260841,7,50,94.01,93.9903,93.984,0,0,92.5,1.0,0.3,0.035,0.1748
Complete Adaptive TLBO,20260842,8,1,93.7072,23.4215,0.0,0,0,92.5,1.98,0.545,0.3231,0.3405
Complete Adaptive TLBO,20260842,8,2,93.844,23.4444,0.0,0,0,92.5,1.96,0.54,0.3115,0.3408
Complete Adaptive TLBO,20260842,8,3,93.844,23.461,0.0,0,0,92.5,1.94,0.535,0.3001,0.2739
Complete Adaptive TLBO,20260842,8,4,93.844,23.461,0.0,0,0,92.5,1.92,0.53,0.2889,0.237
Complete Adaptive TLBO,20260842,8,5,93.844,23.461,0.0,0,0,92.5,1.9,0.525,0.278,0.2404
Complete Adaptive TLBO,20260842,8,6,93.844,23.461,0.0,0,0,92.5,1.88,0.52,0.2673,0.2577
Complete Adaptive TLBO,20260842,8,7,93.8932,46.7328,0.0,0,0,92.5,1.86,0.515,0.2569,0.272
Complete Adaptive TLBO,20260842,8,8,93.8932,23.4733,0.0,0,0,92.5,1.84,0.51,0.2467,0.2496
Complete Adaptive TLBO,20260842,8,9,93.8932,23.4733,0.0,0,0,92.5,1.82,0.505,0.2367,0.2547
Complete Adaptive TLBO,20260842,8,10,93.9232,46.9072,0.0,0,0,92.5,1.8,0.5,0.227,0.2721
Complete Adaptive TLBO,20260842,8,11,93.9232,58.6476,0.0,0,0,92.5,1.78,0.495,0.2175,0.2497
Complete Adaptive TLBO,20260842,8,12,93.9232,35.2212,0.0,0,0,92.5,1.76,0.49,0.2083,0.2431
Complete Adaptive TLBO,20260842,8,13,93.9532,35.2249,0.0,0,0,92.5,1.74,0.485,0.1993,0.2478
Complete Adaptive TLBO,20260842,8,14,93.9532,23.4883,0.0,0,0,92.5,1.72,0.48,0.1905,0.233
Complete Adaptive TLBO,20260842,8,15,93.9532,23.4883,0.0,0,0,92.5,1.7,0.475,0.182,0.2475
Complete Adaptive TLBO,20260842,8,16,93.9532,23.4883,0.0,0,0,92.5,1.68,0.47,0.1737,0.2519
Complete Adaptive TLBO,20260842,8,17,93.9532,35.2325,0.0,0,0,92.5,1.66,0.465,0.1657,0.2177
Complete Adaptive TLBO,20260842,8,18,94.006,35.127,0.0,0,0,92.5,1.64,0.46,0.1579,0.2477
Complete Adaptive TLBO,20260842,8,19,94.006,23.5015,0.0,0,0,92.5,1.62,0.455,0.1503,0.2594
Complete Adaptive TLBO,20260842,8,20,94.006,23.5015,0.0,0,0,92.5,1.6,0.45,0.143,0.2463
Complete Adaptive TLBO,20260842,8,21,94.006,23.5015,0.0,0,0,92.5,1.58,0.445,0.1359,0.2281
Complete Adaptive TLBO,20260842,8,22,94.006,23.5015,0.0,0,0,92.5,1.56,0.44,0.1291,0.2569
Complete Adaptive TLBO,20260842,8,23,94.006,23.5015,0.0,0,0,92.5,1.54,0.435,0.1225,0.2733
Complete Adaptive TLBO,20260842,8,24,94.006,23.5015,0.0,0,0,92.5,1.52,0.43,0.1161,0.2482
Complete Adaptive TLBO,20260842,8,25,94.006,23.5015,0.0,0,0,92.5,1.5,0.425,0.11,0.2568
Complete Adaptive TLBO,20260842,8,26,94.006,46.78,0.0,0,0,92.5,1.48,0.42,0.1041,0.2472
Complete Adaptive TLBO,20260842,8,27,94.006,35.185,0.0,0,0,92.5,1.46,0.415,0.0985,0.2347
Complete Adaptive TLBO,20260842,8,28,94.006,23.5015,0.0,0,0,92.5,1.44,0.41,0.0931,0.236
Complete Adaptive TLBO,20260842,8,29,94.006,35.0938,0.0,0,0,92.5,1.42,0.405,0.0879,0.2331
Complete Adaptive TLBO,20260842,8,30,94.006,35.0063,0.0,0,0,92.5,1.4,0.4,0.083,0.247
Complete Adaptive TLBO,20260842,8,31,94.006,35.1623,0.0,0,0,92.5,1.38,0.395,0.0783,0.2351
Complete Adaptive TLBO,20260842,8,32,94.006,35.1317,0.0,0,0,92.5,1.36,0.39,0.0739,0.2514
Complete Adaptive TLBO,20260842,8,33,94.006,23.5015,0.0,0,0,92.5,1.34,0.385,0.0697,0.272
Complete Adaptive TLBO,20260842,8,34,94.006,23.5015,0.0,0,0,92.5,1.32,0.38,0.0657,0.307
Complete Adaptive TLBO,20260842,8,35,94.006,46.7313,0.0,0,0,92.5,1.3,0.375,0.062,0.2599
Complete Adaptive TLBO,20260842,8,36,94.006,70.2061,0.0,0,0,92.5,1.28,0.37,0.0585,0.1957
Complete Adaptive TLBO,20260842,8,37,94.006,82.0373,0.0,0,0,92.5,1.26,0.365,0.0553,0.1876
Complete Adaptive TLBO,20260842,8,38,94.006,93.8528,93.3858,0,0,92.5,1.24,0.36,0.0523,0.1687
Complete Adaptive TLBO,20260842,8,39,94.006,93.9303,93.6144,0,0,92.5,1.22,0.355,0.0495,0.1582
Complete Adaptive TLBO,20260842,8,40,94.006,93.9793,93.792,0,0,92.5,1.2,0.35,0.047,0.1376
Complete Adaptive TLBO,20260842,8,41,94.006,94.006,94.006,0,0,92.5,1.18,0.345,0.0447,0.0952
Complete Adaptive TLBO,20260842,8,42,94.006,94.006,94.006,0,0,92.5,1.16,0.34,0.0427,0.096
Complete Adaptive TLBO,20260842,8,43,94.006,94.006,94.006,0,0,92.5,1.14,0.335,0.0409,0.0918
Complete Adaptive TLBO,20260842,8,44,94.006,94.006,94.006,0,0,92.5,1.12,0.33,0.0393,0.102
Complete Adaptive TLBO,20260842,8,45,94.006,94.006,94.006,0,0,92.5,1.1,0.325,0.038,0.104
Complete Adaptive TLBO,20260842,8,46,94.006,94.006,94.006,0,0,92.5,1.08,0.32,0.0369,0.0961
Complete Adaptive TLBO,20260842,8,47,94.006,94.006,94.006,0,0,92.5,1.06,0.315,0.0361,0.0999
Complete Adaptive TLBO,20260842,8,48,94.006,94.006,94.006,0,0,92.5,1.04,0.31,0.0355,0.1027
Complete Adaptive TLBO,20260842,8,49,94.006,94.006,94.006,0,0,92.5,1.02,0.305,0.0351,0.0955
Complete Adaptive TLBO,20260842,8,50,94.006,94.006,94.006,0,0,92.5,1.0,0.3,0.035,0.1147
Complete Adaptive TLBO,20260843,9,1,93.3592,23.3254,0.0,0,0,92.5,1.98,0.545,0.3231,0.2883
Complete Adaptive TLBO,20260843,9,2,93.3592,23.3398,0.0,0,0,92.5,1.96,0.54,0.3115,0.2884
Complete Adaptive TLBO,20260843,9,3,93.6652,23.3894,0.0,0,0,92.5,1.94,0.535,0.3001,0.3012
Complete Adaptive TLBO,20260843,9,4,93.736,35.1064,0.0,0,0,92.5,1.92,0.53,0.2889,0.2953
Complete Adaptive TLBO,20260843,9,5,93.736,35.1422,0.0,0,0,92.5,1.9,0.525,0.278,0.2479
Complete Adaptive TLBO,20260843,9,6,93.8332,35.1543,0.0,0,0,92.5,1.88,0.52,0.2673,0.246
Complete Adaptive TLBO,20260843,9,7,93.8332,23.4583,0.0,0,0,92.5,1.86,0.515,0.2569,0.2678
Complete Adaptive TLBO,20260843,9,8,93.8332,23.4583,0.0,0,0,92.5,1.84,0.51,0.2467,0.2591
Complete Adaptive TLBO,20260843,9,9,93.8332,23.4583,0.0,0,0,92.5,1.82,0.505,0.2367,0.2367
Complete Adaptive TLBO,20260843,9,10,93.8332,23.4583,0.0,0,0,92.5,1.8,0.5,0.227,0.2495
Complete Adaptive TLBO,20260843,9,11,93.8332,23.4583,0.0,0,0,92.5,1.78,0.495,0.2175,0.2634
Complete Adaptive TLBO,20260843,9,12,93.8332,23.4583,0.0,0,0,92.5,1.76,0.49,0.2083,0.2802
Complete Adaptive TLBO,20260843,9,13,93.8332,23.4583,0.0,0,0,92.5,1.74,0.485,0.1993,0.2462
Complete Adaptive TLBO,20260843,9,14,93.8332,23.4583,0.0,0,0,92.5,1.72,0.48,0.1905,0.2455
Complete Adaptive TLBO,20260843,9,15,93.8332,23.4583,0.0,0,0,92.5,1.7,0.475,0.182,0.2445
Complete Adaptive TLBO,20260843,9,16,93.8332,23.4583,0.0,0,0,92.5,1.68,0.47,0.1737,0.2536
Complete Adaptive TLBO,20260843,9,17,93.8372,23.4588,0.0,0,0,92.5,1.66,0.465,0.1657,0.258
Complete Adaptive TLBO,20260843,9,18,93.8372,23.4593,0.0,0,0,92.5,1.64,0.46,0.1579,0.2511
Complete Adaptive TLBO,20260843,9,19,93.8372,35.0121,0.0,0,0,92.5,1.62,0.455,0.1503,0.2255
Complete Adaptive TLBO,20260843,9,20,93.8372,35.0952,0.0,0,0,92.5,1.6,0.45,0.143,0.2496
Complete Adaptive TLBO,20260843,9,21,93.8532,23.4613,0.0,0,0,92.5,1.58,0.445,0.1359,0.2803
Complete Adaptive TLBO,20260843,9,22,93.8532,35.0211,0.0,0,0,92.5,1.56,0.44,0.1291,0.2539
Complete Adaptive TLBO,20260843,9,23,93.8532,35.1949,0.0,0,0,92.5,1.54,0.435,0.1225,0.2054
Complete Adaptive TLBO,20260843,9,24,93.8532,35.1281,0.0,0,0,92.5,1.52,0.43,0.1161,0.2233
Complete Adaptive TLBO,20260843,9,25,93.8532,23.4633,0.0,0,0,92.5,1.5,0.425,0.11,0.2562
Complete Adaptive TLBO,20260843,9,26,93.8532,23.4633,0.0,0,0,92.5,1.48,0.42,0.1041,0.2288
Complete Adaptive TLBO,20260843,9,27,93.8532,23.4633,0.0,0,0,92.5,1.46,0.415,0.0985,0.2493
Complete Adaptive TLBO,20260843,9,28,93.8532,23.4633,0.0,0,0,92.5,1.44,0.41,0.0931,0.2283
Complete Adaptive TLBO,20260843,9,29,93.8532,23.4633,0.0,0,0,92.5,1.42,0.405,0.0879,0.2928
Complete Adaptive TLBO,20260843,9,30,93.8532,23.4633,0.0,0,0,92.5,1.4,0.4,0.083,0.2785
Complete Adaptive TLBO,20260843,9,31,93.8532,35.0366,0.0,0,0,92.5,1.38,0.395,0.0783,0.2132
Complete Adaptive TLBO,20260843,9,32,93.906,35.0432,0.0,0,0,92.5,1.36,0.39,0.0739,0.2662
Complete Adaptive TLBO,20260843,9,33,93.906,35.2082,0.0,0,0,92.5,1.34,0.385,0.0697,0.247
Complete Adaptive TLBO,20260843,9,34,93.922,35.2168,0.0,0,0,92.5,1.32,0.38,0.0657,0.2624
Complete Adaptive TLBO,20260843,9,35,93.922,46.957,0.0,0,0,92.5,1.3,0.375,0.062,0.2074
Complete Adaptive TLBO,20260843,9,36,93.922,70.3684,0.0,0,0,92.5,1.28,0.37,0.0585,0.1801
Complete Adaptive TLBO,20260843,9,37,93.922,82.1087,0.0,0,0,92.5,1.26,0.365,0.0553,0.1689
Complete Adaptive TLBO,20260843,9,38,93.922,93.849,93.3536,0,0,92.5,1.24,0.36,0.0523,0.1416
Complete Adaptive TLBO,20260843,9,39,93.922,93.92,93.906,0,0,92.5,1.22,0.355,0.0495,0.1396
Complete Adaptive TLBO,20260843,9,40,93.922,93.922,93.922,0,0,92.5,1.2,0.35,0.047,0.126
Complete Adaptive TLBO,20260843,9,41,93.922,93.922,93.922,0,0,92.5,1.18,0.345,0.0447,0.0976
Complete Adaptive TLBO,20260843,9,42,93.922,93.922,93.922,0,0,92.5,1.16,0.34,0.0427,0.1301
Complete Adaptive TLBO,20260843,9,43,93.922,93.922,93.922,0,0,92.5,1.14,0.335,0.0409,0.1161
Complete Adaptive TLBO,20260843,9,44,93.922,93.922,93.922,0,0,92.5,1.12,0.33,0.0393,0.1124
Complete Adaptive TLBO,20260843,9,45,93.922,93.922,93.922,0,0,92.5,1.1,0.325,0.038,0.1277
Complete Adaptive TLBO,20260843,9,46,93.922,93.922,93.922,0,0,92.5,1.08,0.32,0.0369,0.1434
Complete Adaptive TLBO,20260843,9,47,93.922,93.922,93.922,0,0,92.5,1.06,0.315,0.0361,0.1331
Complete Adaptive TLBO,20260843,9,48,93.922,93.922,93.922,0,0,92.5,1.04,0.31,0.0355,0.1372
Complete Adaptive TLBO,20260843,9,49,93.922,93.922,93.922,0,0,92.5,1.02,0.305,0.0351,0.1344
Complete Adaptive TLBO,20260843,9,50,93.922,93.922,93.922,0,0,92.5,1.0,0.3,0.035,0.1397
Complete Adaptive TLBO,20260844,10,1,93.2776,23.2732,0.0,0,0,92.5,1.98,0.545,0.3231,0.3514
Complete Adaptive TLBO,20260844,10,2,93.2776,34.9329,0.0,0,0,92.5,1.96,0.54,0.3115,0.2696
Complete Adaptive TLBO,20260844,10,3,93.51,23.3484,0.0,0,0,92.5,1.94,0.535,0.3001,0.2981
Complete Adaptive TLBO,20260844,10,4,93.51,23.3775,0.0,0,0,92.5,1.92,0.53,0.2889,0.2552
Complete Adaptive TLBO,20260844,10,5,93.6372,35.0875,0.0,0,0,92.5,1.9,0.525,0.278,0.2768
Complete Adaptive TLBO,20260844,10,6,93.6372,35.0981,0.0,0,0,92.5,1.88,0.52,0.2673,0.2498
Complete Adaptive TLBO,20260844,10,7,93.6372,46.6959,0.0,0,0,92.5,1.86,0.515,0.2569,0.2137
Complete Adaptive TLBO,20260844,10,8,93.7236,23.4201,0.0,0,0,92.5,1.84,0.51,0.2467,0.2639
